"_time","Rate (Avg) /s"
"2024-05-09T13:06:30.000+00:00",96383
"2024-05-09T13:07:00.000+00:00",96388
"2024-05-09T13:07:30.000+00:00",96394
"2024-05-09T13:08:00.000+00:00",96399
"2024-05-09T13:08:30.000+00:00",96403
"2024-05-09T13:09:00.000+00:00",96407
"2024-05-09T13:09:30.000+00:00",96413
"2024-05-09T13:10:00.000+00:00",96417
"2024-05-09T13:10:30.000+00:00",96422
"2024-05-09T13:11:00.000+00:00",96427
"2024-05-09T13:11:30.000+00:00",96433
"2024-05-09T13:12:00.000+00:00",96437
"2024-05-09T13:12:30.000+00:00",96441
"2024-05-09T13:13:00.000+00:00",96445
"2024-05-09T13:13:30.000+00:00",96450
"2024-05-09T13:14:00.000+00:00",96456
"2024-05-09T13:14:30.000+00:00",96460
"2024-05-09T13:15:00.000+00:00",96464
"2024-05-09T13:15:30.000+00:00",96468
"2024-05-09T13:16:00.000+00:00",96474
"2024-05-09T13:16:30.000+00:00",96478
"2024-05-09T13:17:00.000+00:00",96482
"2024-05-09T13:17:30.000+00:00",96488
"2024-05-09T13:18:00.000+00:00",96494
"2024-05-09T13:18:30.000+00:00",96498
"2024-05-09T13:19:00.000+00:00",96502
"2024-05-09T13:19:30.000+00:00",96506
"2024-05-09T13:20:00.000+00:00",96512
"2024-05-09T13:20:30.000+00:00",96517
"2024-05-09T13:21:00.000+00:00",96521
"2024-05-09T13:21:30.000+00:00",96526
"2024-05-09T13:22:00.000+00:00",96532
"2024-05-09T13:22:30.000+00:00",96536
"2024-05-09T13:23:00.000+00:00",96540
"2024-05-09T13:23:30.000+00:00",96545
"2024-05-09T13:24:00.000+00:00",96552
"2024-05-09T13:24:30.000+00:00",96556
"2024-05-09T13:25:00.000+00:00",96560
"2024-05-09T13:25:30.000+00:00",96564
"2024-05-09T13:26:00.000+00:00",96570
"2024-05-09T13:26:30.000+00:00",96574
"2024-05-09T13:27:00.000+00:00",96579
"2024-05-09T13:27:30.000+00:00",96583
"2024-05-09T13:28:00.000+00:00",96587
"2024-05-09T13:28:30.000+00:00",96593
"2024-05-09T13:29:00.000+00:00",96597
"2024-05-09T13:29:30.000+00:00",96602
"2024-05-09T13:30:00.000+00:00",96606
"2024-05-09T13:30:30.000+00:00",96612
"2024-05-09T13:31:00.000+00:00",96616
"2024-05-09T13:31:30.000+00:00",96620
"2024-05-09T13:32:00.000+00:00",96624
"2024-05-09T13:32:30.000+00:00",96630
"2024-05-09T13:33:00.000+00:00",96634
"2024-05-09T13:33:30.000+00:00",96640
"2024-05-09T13:34:00.000+00:00",96644
"2024-05-09T13:34:30.000+00:00",96650
"2024-05-09T13:35:00.000+00:00",96654
"2024-05-09T13:35:30.000+00:00",96658
"2024-05-09T13:36:00.000+00:00",96662
"2024-05-09T13:36:30.000+00:00",96669
"2024-05-09T13:37:00.000+00:00",96672
"2024-05-09T13:37:30.000+00:00",96677
"2024-05-09T13:38:00.000+00:00",96681
"2024-05-09T13:38:30.000+00:00",96687
"2024-05-09T13:39:00.000+00:00",96691
"2024-05-09T13:39:30.000+00:00",96695
"2024-05-09T13:40:00.000+00:00",96700
"2024-05-09T13:40:30.000+00:00",96704
"2024-05-09T13:41:00.000+00:00",96711
"2024-05-09T13:41:30.000+00:00",96716
"2024-05-09T13:42:00.000+00:00",96720
"2024-05-09T13:42:30.000+00:00",96724
"2024-05-09T13:43:00.000+00:00",96730
"2024-05-09T13:43:30.000+00:00",96735
"2024-05-09T13:44:00.000+00:00",96738
"2024-05-09T13:44:30.000+00:00",96743
"2024-05-09T13:45:00.000+00:00",96749
"2024-05-09T13:45:30.000+00:00",96754
"2024-05-09T13:46:00.000+00:00",96758
"2024-05-09T13:46:30.000+00:00",96763
"2024-05-09T13:47:00.000+00:00",96769
